xgb_rmse,xgb_mae,xgb_mape,xgb_rsq,rf_rmse,rf_mae,rf_mape,rf_rsq
18227.474629671942,11490.060529296876,811.4139277333413,0.9972409374524243,37311.09314044495,23488.65689397883,1663.5967102161721,0.9860873430567095
