xgb_rmse,xgb_mae,xgb_mape,xgb_rsq,rf_rmse,rf_mae,rf_mape,rf_rsq,xgb_within_10pct,xgb_within_20pct,rf_within_10pct,rf_within_20pct,xgb_max_error,rf_max_error,xgb_95pct_error,rf_95pct_error
13472.539154986582,7746.101598271561,221.82814309597697,0.9966352574095241,40741.182236516666,25815.733906675912,1457.057002599508,0.9832054644924525,97.98,99.22,74.44,88.14,333368.625,452498.9869020586,23647.75937499997,80256.66735425535
