xgb_rmse,xgb_mae,xgb_mape,xgb_rsq,rf_rmse,rf_mae,rf_mape,rf_rsq,xgb_within_5pct,xgb_within_10pct,xgb_within_20pct,rf_within_5pct,rf_within_10pct,rf_within_20pct,xgb_filtered_mape,rf_filtered_mape,xgb_log_rmse,rf_log_rmse,test_set_size,features_used,evaluation_date
18227.474629671942,11490.060529296876,811.4139277333413,0.9972409374524243,37311.09314044495,23488.65689397883,1663.5967102161721,0.9860873430567095,75.96000000000001,88.85,95.56,55.64,76.42999999999999,89.35,4.1828467640300335,8.512567176860442,0.06586267350307382,0.1306940858489906,10000,"House Size, Bedrooms, Bathrooms, Price/Sqft, Area Type",2026-01-14 00:52:25
